fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,fullname_y,created_date,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
flameshot-org/flameshot,1,1,0,1,1,1,1,1,0,15292,15292,958,56,flameshot-org/flameshot,202.0,38599.0,22.0,319.0,1675.0,304.0,1310.0,1614.0,10.0,794.0,804.0,2.0,155.0,483.0,117.0,128.0,96.0,128.0,131.0,1,flameshot-org/flameshot,2017-05-10 19:44:51,1760,0.11477272727272728,0.18125,0.0125,0.9517045454545454,14.5,15.464204545454546,483.0
trojan-gfw/trojan,1,1,0,0,1,1,1,1,0,15192,15192,2706,57,trojan-gfw/trojan,23.0,916590.0,30.0,146.0,466.0,26.0,509.0,535.0,3.0,74.0,77.0,1.0,29.0,477.0,114.0,127.0,127.0,127.0,96.0,1,trojan-gfw/trojan,2017-10-21 16:07:42,1596,0.014411027568922305,0.09147869674185463,0.018796992481203006,0.29197994987468673,4.866666666666666,5.177443609022556,477.0
simdjson/simdjson,1,1,0,1,0,1,1,1,1,15074,15074,772,58,simdjson/simdjson,101.0,389.0,29.0,6.0,2358.0,118.0,556.0,674.0,4.0,1069.0,1073.0,0.0,264.0,479.0,115.0,126.0,91.0,126.0,136.0,1,simdjson/simdjson,2018-03-23 00:49:18,1443,0.06999306999306999,0.004158004158004158,0.020097020097020097,1.634095634095634,0.20689655172413793,1.861089205916792,479.0
google/mediapipe,1,1,0,1,1,1,1,1,0,14930,14930,3071,59,google/mediapipe,3.0,0.0,2.0,0.0,112.0,292.0,2696.0,2988.0,50.0,116.0,166.0,0.0,43.0,487.0,118.0,125.0,135.0,125.0,102.0,1,google/mediapipe,2019-06-13 19:16:41,996,0.0030120481927710845,0.0,0.002008032128514056,0.11244979919678715,0.0,0.1144578313253012,487.0
zhongyang219/TrafficMonitor,1,0,0,0,0,0,0,1,0,14837,14837,1699,60,zhongyang219/TrafficMonitor,19.0,705409.0,22.0,45.0,782.0,517.0,510.0,1027.0,2.0,30.0,32.0,0.0,36.0,444.0,100.0,124.0,109.0,124.0,87.0,1,zhongyang219/TrafficMonitor,2017-07-30 02:51:17,1679,0.011316259678379988,0.026801667659321026,0.013103037522334724,0.4657534246575342,2.0454545454545454,2.5243110076344144,444.0
facebook/yoga,1,1,0,1,1,0,1,0,0,14815,14815,1243,61,facebook/yoga,254.0,0.0,2.0,0.0,2038.0,233.0,273.0,506.0,104.0,504.0,608.0,2.0,72.0,470.0,111.0,123.0,102.0,123.0,122.0,1,facebook/yoga,2014-04-07 01:37:37,2889,0.0879196953963309,0.0,0.0006922810661128419,0.7054344063689858,0.0,0.7061266874350987,470.0
notepad-plus-plus/notepad-plus-plus,0,1,0,0,1,1,1,1,0,14691,14691,3386,62,notepad-plus-plus/notepad-plus-plus,351.0,410290.0,30.0,536.0,4529.0,1558.0,6125.0,7683.0,6.0,2681.0,2687.0,2.0,33.0,542.0,136.0,122.0,143.0,122.0,155.0,1,notepad-plus-plus/notepad-plus-plus,2015-03-28 00:05:08,2534,0.13851617995264404,0.21152328334648776,0.011838989739542225,1.787292817679558,17.866666666666667,19.66579847408577,542.0
aseprite/aseprite,1,1,0,0,1,1,1,0,0,14658,14658,1312,63,aseprite/aseprite,75.0,132672.0,30.0,30.0,7655.0,1174.0,1648.0,2822.0,17.0,329.0,346.0,4.0,73.0,457.0,106.0,121.0,103.0,121.0,112.0,1,aseprite/aseprite,2014-08-19 23:44:50,2755,0.02722323049001815,0.010889292196007259,0.010889292196007259,2.778584392014519,1.0,3.789473684210526,457.0
catchorg/Catch2,0,1,0,1,0,0,1,0,0,14276,14276,2422,64,catchorg/Catch2,318.0,268161.0,30.0,248.0,3935.0,310.0,1274.0,1584.0,16.0,766.0,782.0,2.0,219.0,493.0,121.0,120.0,124.0,120.0,129.0,1,catchorg/Catch2,2010-11-08 18:22:56,4135,0.07690447400241839,0.05997581620314389,0.007255139056831923,0.9516324062877872,8.266666666666667,9.225554212011287,493.0
microsoft/react-native-windows,0,1,0,1,1,1,1,1,0,14221,14221,1057,65,microsoft/react-native-windows,214.0,0.0,2.0,0.0,6198.0,666.0,2935.0,3601.0,29.0,5972.0,6001.0,6.0,63.0,504.0,127.0,119.0,100.0,119.0,166.0,1,microsoft/react-native-windows,2015-12-15 00:16:54,2272,0.09419014084507042,0.0,0.0008802816901408451,2.727992957746479,0.0,2.72887323943662,504.0
apache/incubator-weex,0,1,0,1,1,1,1,1,0,13996,13996,1859,66,apache/incubator-weex,308.0,199.0,5.0,1.0,12026.0,232.0,709.0,941.0,15.0,2381.0,2396.0,0.0,94.0,506.0,129.0,118.0,116.0,118.0,154.0,1,apache/incubator-weex,2017-01-06 08:00:06,1884,0.16348195329087048,0.0005307855626326964,0.002653927813163482,6.383227176220807,0.2,6.58588110403397,506.0
Tencent/MMKV,0,1,0,1,1,1,1,1,0,13861,13861,1530,67,Tencent/MMKV,27.0,0.0,2.0,0.0,1039.0,5.0,605.0,610.0,0.0,206.0,206.0,0.0,48.0,448.0,102.0,117.0,108.0,117.0,106.0,1,Tencent/MMKV,2018-09-17 10:59:36,1265,0.021343873517786563,0.0,0.0015810276679841897,0.8213438735177866,0.0,0.8229249011857708,448.0
pqrs-org/Karabiner-Elements,0,1,0,1,0,1,1,0,1,13795,13795,731,68,pqrs-org/Karabiner-Elements,37.0,1756242.0,29.0,30.0,5304.0,497.0,2454.0,2951.0,1.0,69.0,70.0,0.0,66.0,416.0,95.0,116.0,89.0,116.0,95.0,0,pqrs-org/Karabiner-Elements,2016-07-11 04:57:55,2063,0.01793504604944256,0.014541929229277752,0.014057198254968492,2.5710130877363064,1.0344827586206897,3.6195530446119646,416.0
dogecoin/dogecoin,1,1,0,1,1,1,1,1,0,13547,13547,2387,69,dogecoin/dogecoin,631.0,1323319.0,30.0,182.0,13953.0,109.0,961.0,1070.0,63.0,1495.0,1558.0,0.0,75.0,497.0,124.0,115.0,122.0,115.0,145.0,1,dogecoin/dogecoin,2013-12-06 11:38:05,3011,0.2095649285951511,0.060445034872135504,0.009963467286615742,4.634008635004982,6.066666666666666,10.710638768958264,497.0
ethereum/solidity,0,1,0,1,0,1,1,0,0,13428,13428,3318,70,ethereum/solidity,567.0,93809.0,30.0,144.0,21972.0,911.0,4039.0,4950.0,73.0,7378.0,7451.0,1.0,49.0,536.0,135.0,114.0,140.0,114.0,168.0,1,ethereum/solidity,2015-08-17 12:27:26,2392,0.23704013377926422,0.06020066889632107,0.01254180602006689,9.18561872909699,4.8,13.998160535117059,536.0
uNetworking/uWebSockets,0,1,0,1,0,1,1,0,0,13375,13375,1451,71,uNetworking/uWebSockets,27.0,0.0,2.0,0.0,793.0,21.0,325.0,346.0,5.0,252.0,257.0,0.0,72.0,439.0,98.0,113.0,104.0,113.0,109.0,0,uNetworking/uWebSockets,2016-03-21 04:39:40,2175,0.012413793103448275,0.0,0.0009195402298850574,0.3645977011494253,0.0,0.36551724137931035,439.0
Tencent/ncnn,1,1,0,0,0,1,1,0,0,13267,13267,3198,72,Tencent/ncnn,220.0,26231.0,30.0,306.0,2450.0,621.0,1809.0,2430.0,28.0,1130.0,1158.0,1.0,83.0,500.0,126.0,112.0,139.0,112.0,137.0,1,Tencent/ncnn,2017-06-30 10:55:37,1709,0.12873025160912815,0.17905207723815098,0.017554125219426564,1.433586892919836,10.2,11.651141018139262,500.0
gabime/spdlog,1,1,0,1,0,1,1,0,1,13263,13263,2806,73,gabime/spdlog,319.0,0.0,2.0,0.0,3953.0,31.0,1546.0,1577.0,0.0,624.0,624.0,3.0,452.0,473.0,112.0,111.0,128.0,111.0,123.0,1,gabime/spdlog,2014-11-01 01:28:53,2681,0.11898545318910854,0.0,0.0007459903021260724,1.474449832152182,0.0,1.475195822454308,473.0
xbmc/xbmc,0,1,0,1,0,1,1,1,0,13117,13117,5800,74,xbmc/xbmc,1106.0,0.0,2.0,0.0,59813.0,719.0,2017.0,2736.0,164.0,17994.0,18158.0,0.0,25.0,560.0,140.0,110.0,163.0,110.0,177.0,1,xbmc/xbmc,2011-01-03 21:18:51,4079,0.27114488845305224,0.0,0.0004903162539838195,14.6636430497671,0.0,14.664133366021083,560.0
google/libphonenumber,1,1,0,1,1,0,1,0,0,13116,13116,1740,75,google/libphonenumber,136.0,0.0,2.0,0.0,1932.0,0.0,0.0,0.0,49.0,1234.0,1283.0,0.0,204.0,469.0,110.0,109.0,112.0,109.0,139.0,1,google/libphonenumber,2014-12-03 18:02:17,2649,0.051340128350320875,0.0,0.0007550018875047187,0.7293318233295584,0.0,0.7300868252170631,469.0
google/filament,1,1,0,1,0,1,1,1,0,13102,13102,1193,76,google/filament,109.0,453.0,30.0,388.0,4658.0,95.0,1466.0,1561.0,6.0,3234.0,3240.0,0.0,226.0,475.0,113.0,108.0,101.0,108.0,158.0,1,google/filament,2018-08-03 17:26:00,1310,0.083206106870229,0.2961832061068702,0.022900763358778626,3.5557251908396945,12.933333333333334,16.511959287531806,475.0
OpenGenus/cosmos,0,1,0,0,0,1,0,1,0,12922,12922,3401,77,OpenGenus/cosmos,1154.0,0.0,2.0,0.0,10327.0,966.0,358.0,1324.0,1526.0,3544.0,5070.0,2.0,32.0,521.0,132.0,107.0,144.0,107.0,163.0,1,OpenGenus/cosmos,2017-09-16 12:07:05,1631,0.7075413856529736,0.0,0.001226241569589209,6.331698344573881,0.0,6.33292458614347,521.0
Qv2ray/Qv2ray,1,0,0,0,0,1,1,0,1,12822,12822,2501,78,Qv2ray/Qv2ray,62.0,84982.0,30.0,217.0,3037.0,20.0,1058.0,1078.0,0.0,440.0,440.0,4.0,133.0,451.0,104.0,106.0,125.0,106.0,114.0,1,Qv2ray/Qv2ray,2019-06-15 01:51:08,994,0.06237424547283702,0.21830985915492956,0.030181086519114688,3.0553319919517103,7.233333333333333,10.31884641180416,451.0
google/guetzli,0,1,0,1,0,0,0,0,0,12602,12602,1007,79,google/guetzli,23.0,35185.0,5.0,22.0,145.0,103.0,68.0,171.0,20.0,81.0,101.0,3.0,20.0,404.0,93.0,105.0,97.0,105.0,97.0,0,google/guetzli,2016-10-21 15:13:18,1961,0.011728709841917389,0.011218765935747067,0.0025497195308516064,0.07394186639469659,4.4,4.476491585925548,404.0
fmtlib/fmt,1,1,0,1,1,1,1,0,0,12595,12595,1516,80,fmtlib/fmt,376.0,1023349.0,30.0,29.0,5633.0,9.0,1799.0,1808.0,2.0,978.0,980.0,0.0,363.0,448.0,102.0,104.0,106.0,104.0,134.0,1,fmtlib/fmt,2012-12-07 16:26:46,3375,0.11140740740740741,0.008592592592592593,0.008888888888888889,1.669037037037037,0.9666666666666667,2.6445925925925926,448.0
apache/incubator-brpc,0,1,0,1,0,1,0,1,0,12591,12591,3147,81,apache/incubator-brpc,143.0,0.0,2.0,0.0,2429.0,484.0,710.0,1194.0,80.0,439.0,519.0,0.0,74.0,460.0,107.0,103.0,136.0,103.0,118.0,1,apache/incubator-brpc,2017-09-04 09:28:47,1643,0.08703590992087644,0.0,0.0012172854534388314,1.4783931832014607,0.0,1.4796104686548996,460.0
microsoft/AirSim,1,1,0,1,0,1,1,1,0,12484,12484,3506,82,microsoft/AirSim,239.0,19621.0,26.0,218.0,3379.0,501.0,2594.0,3095.0,11.0,799.0,810.0,1.0,111.0,482.0,116.0,102.0,146.0,102.0,132.0,1,microsoft/AirSim,2017-02-14 00:52:29,1845,0.12953929539295392,0.11815718157181572,0.014092140921409214,1.8314363143631436,8.384615384615385,10.230143839899938,482.0
CoatiSoftware/Sourcetrail,1,1,0,1,0,1,1,1,0,12252,12252,837,83,CoatiSoftware/Sourcetrail,45.0,22980.0,9.0,49.0,2760.0,356.0,680.0,1036.0,0.0,190.0,190.0,3.0,92.0,398.0,91.0,101.0,93.0,101.0,103.0,0,CoatiSoftware/Sourcetrail,2015-12-09 12:32:11,2278,0.019754170324846356,0.02151009657594381,0.003950834064969272,1.2115891132572432,5.444444444444445,6.659984391766657,398.0
MarlinFirmware/Marlin,0,0,0,1,0,1,1,1,0,12158,12158,15554,84,MarlinFirmware/Marlin,1090.0,0.0,2.0,0.0,19266.0,673.0,12328.0,13001.0,53.0,10494.0,10547.0,1.0,197.0,550.0,138.0,100.0,180.0,100.0,170.0,1,MarlinFirmware/Marlin,2011-08-13 08:07:20,3857,0.28260305937256935,0.0,0.0005185377236193933,4.995073891625616,0.0,4.995592429349235,550.0
arangodb/arangodb,0,1,0,1,0,1,1,0,0,11846,11846,740,85,arangodb/arangodb,166.0,0.0,2.0,0.0,48412.0,577.0,3648.0,4225.0,67.0,11555.0,11622.0,3.0,101.0,461.0,108.0,99.0,90.0,99.0,173.0,1,arangodb/arangodb,2011-10-26 06:42:00,3783,0.04388051810732223,0.0,0.000528680941052075,12.79725085910653,0.0,12.797779540047582,461.0
google/tink,0,1,0,1,1,1,1,1,0,11831,11831,1030,86,google/tink,113.0,556.0,20.0,15.0,4516.0,105.0,291.0,396.0,23.0,168.0,191.0,0.0,97.0,399.0,92.0,98.0,99.0,98.0,104.0,0,google/tink,2014-06-06 16:21:09,2829,0.039943442912689996,0.005302226935312832,0.007069635913750442,1.5963237893248499,0.75,2.3533934252386004,399.0
onnx/onnx,1,1,0,1,0,1,1,1,0,11761,11761,2266,87,onnx/onnx,256.0,17321.0,21.0,6.0,1908.0,445.0,1380.0,1825.0,75.0,2072.0,2147.0,2.0,77.0,467.0,109.0,97.0,121.0,97.0,152.0,1,onnx/onnx,2017-09-07 04:53:45,1640,0.15609756097560976,0.003658536585365854,0.012804878048780487,1.1634146341463414,0.2857142857142857,1.4619337979094076,467.0
wkhtmltopdf/wkhtmltopdf,0,1,0,1,0,0,1,0,0,11685,11685,1527,88,wkhtmltopdf/wkhtmltopdf,93.0,2421.0,15.0,156.0,1172.0,1240.0,2279.0,3519.0,24.0,172.0,196.0,0.0,6.0,404.0,93.0,96.0,107.0,96.0,105.0,0,wkhtmltopdf/wkhtmltopdf,2009-08-07 14:27:43,4593,0.020248203788373612,0.033964728935336384,0.0032658393207054214,0.2551709122577836,10.4,10.65843675157849,404.0
lettier/3d-game-shaders-for-beginners,1,1,0,1,0,1,1,0,0,11635,11635,851,89,lettier/3d-game-shaders-for-beginners,1.0,0.0,2.0,0.0,1.0,13.0,11.0,24.0,0.0,9.0,9.0,0.0,1.0,354.0,87.0,95.0,94.0,95.0,70.0,0,lettier/3d-game-shaders-for-beginners,2019-05-12 22:08:45,1028,0.0009727626459143969,0.0,0.0019455252918287938,0.0009727626459143969,0.0,0.0029182879377431907,354.0
keepassxreboot/keepassxc,0,1,0,1,0,1,1,1,0,11523,11523,929,90,keepassxreboot/keepassxc,353.0,307951.0,30.0,715.0,4220.0,671.0,4815.0,5486.0,27.0,1656.0,1683.0,3.0,83.0,431.0,97.0,94.0,95.0,94.0,148.0,0,keepassxreboot/keepassxc,2016-02-28 15:52:40,2197,0.16067364588074648,0.3254437869822485,0.013654984069185253,1.9208010923987255,23.833333333333332,25.767789409801242,431.0
Tencent/rapidjson,1,1,0,1,1,1,1,1,1,11501,11501,3051,91,Tencent/rapidjson,206.0,0.0,2.0,0.0,2407.0,502.0,845.0,1347.0,60.0,583.0,643.0,3.0,62.0,446.0,101.0,93.0,134.0,93.0,126.0,1,Tencent/rapidjson,2014-03-04 05:53:37,2923,0.07047553882996921,0.0,0.0006842285323297981,0.8234690386589121,0.0,0.8241532671912418,446.0
WerWolv/ImHex,0,1,0,1,0,1,1,1,1,11466,11466,576,92,WerWolv/ImHex,58.0,4824.0,28.0,129.0,1304.0,34.0,286.0,320.0,2.0,132.0,134.0,0.0,44.0,371.0,88.0,92.0,87.0,92.0,100.0,0,WerWolv/ImHex,2020-11-10 14:27:00,480,0.12083333333333333,0.26875,0.058333333333333334,2.716666666666667,4.607142857142857,7.382142857142856,371.0
EOSIO/eos,1,1,0,1,0,1,1,1,0,11296,11296,3659,93,EOSIO/eos,343.0,7493.0,30.0,122.0,20554.0,297.0,4741.0,5038.0,79.0,5897.0,5976.0,0.0,282.0,495.0,122.0,91.0,148.0,91.0,165.0,1,EOSIO/eos,2017-04-05 17:09:53,1795,0.19108635097493037,0.06796657381615599,0.016713091922005572,11.450696378830084,4.066666666666666,15.534076137418756,495.0
USTC-Resource/USTC-Course,1,0,0,0,0,0,1,0,0,11201,11201,3162,94,USTC-Resource/USTC-Course,11.0,0.0,2.0,0.0,86.0,2.0,8.0,10.0,0.0,14.0,14.0,0.0,18.0,394.0,89.0,90.0,137.0,90.0,77.0,0,USTC-Resource/USTC-Course,2019-01-09 03:48:08,1151,0.009556907037358819,0.0,0.0017376194613379669,0.07471763683753258,0.0,0.07645525629887054,394.0
apple/foundationdb,0,1,0,1,0,0,1,1,0,10880,10880,1016,95,apple/foundationdb,259.0,424.0,30.0,616.0,18688.0,739.0,676.0,1415.0,192.0,4902.0,5094.0,2.0,64.0,440.0,99.0,89.0,98.0,89.0,164.0,0,apple/foundationdb,2017-12-14 01:40:42,1542,0.16796368352788585,0.39948119325551235,0.019455252918287938,12.119325551232166,20.533333333333335,32.67211413748379,440.0
ShiqiYu/libfacedetection,0,0,0,1,1,1,1,0,0,10818,10818,2905,96,ShiqiYu/libfacedetection,26.0,0.0,2.0,0.0,189.0,37.0,256.0,293.0,3.0,30.0,33.0,2.0,83.0,394.0,89.0,88.0,130.0,88.0,88.0,0,ShiqiYu/libfacedetection,2015-01-20 07:47:20,2601,0.009996155324875048,0.0,0.0007689350249903883,0.0726643598615917,0.0,0.07343329488658208,394.0
davisking/dlib,0,1,0,1,0,1,1,0,0,10745,10745,2999,97,davisking/dlib,184.0,24898.0,24.0,1.0,8046.0,45.0,1953.0,1998.0,6.0,528.0,534.0,0.0,11.0,425.0,96.0,87.0,132.0,87.0,119.0,0,davisking/dlib,2014-01-29 00:45:33,2957,0.06222522827189719,0.00033818058843422386,0.008116334122421373,2.7210010145417654,0.041666666666666664,2.7707840153308534,425.0
kyleneideck/BackgroundMusic,1,1,0,1,1,1,1,0,0,10571,10571,508,98,kyleneideck/BackgroundMusic,34.0,99204.0,30.0,70.0,352.0,383.0,138.0,521.0,0.0,34.0,34.0,4.0,85.0,347.0,86.0,86.0,86.0,86.0,89.0,0,kyleneideck/BackgroundMusic,2016-02-24 07:19:32,2201,0.015447523852794184,0.03180372557928214,0.013630168105406633,0.1599273057701045,2.3333333333333335,2.5068908072088445,347.0
ChaojianYu/Hierarchical-Bilinear-Pooling,1,1,0,1,0,1,1,0,0,99,99,23,185,ChaojianYu/Hierarchical-Bilinear-Pooling,1.0,0.0,2.0,0.0,6.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,6.0,233.0,67.0,85.0,62.0,85.0,1.0,0,ChaojianYu/Hierarchical-Bilinear-Pooling,2018-07-31 13:09:05,1313,0.0007616146230007616,0.0,0.0015232292460015233,0.00456968773800457,0.0,0.006092916984006093,233.0
barryWhiteHat/semaphore,1,1,0,1,0,0,1,0,0,98,98,72,184,barryWhiteHat/semaphore,5.0,0.0,2.0,0.0,18.0,3.0,2.0,5.0,0.0,6.0,6.0,0.0,8.0,314.0,84.0,84.0,84.0,84.0,62.0,0,barryWhiteHat/semaphore,2018-07-12 15:41:25,1332,0.0037537537537537537,0.0,0.0015015015015015015,0.013513513513513514,0.0,0.015015015015015017,314.0
MayaPosch/BMaC,1,1,0,1,0,0,0,0,0,97,97,10,183,MayaPosch/BMaC,2.0,0.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,198.0,55.0,83.0,31.0,83.0,1.0,0,MayaPosch/BMaC,2017-12-21 01:53:25,1535,0.0013029315960912053,0.0,0.0013029315960912053,0.033876221498371335,0.0,0.03517915309446254,198.0
deiss/fftocean,0,1,0,1,0,1,1,0,0,96,96,19,182,deiss/fftocean,5.0,0.0,2.0,0.0,186.0,4.0,1.0,5.0,0.0,3.0,3.0,0.0,66.0,277.0,75.0,82.0,58.0,82.0,55.0,0,deiss/fftocean,2014-12-22 17:32:31,2630,0.0019011406844106464,0.0,0.0007604562737642585,0.07072243346007605,0.0,0.0714828897338403,277.0
SungjoonPark/KoreanWordVectors,1,0,0,1,1,0,1,0,0,95,95,12,181,SungjoonPark/KoreanWordVectors,1.0,0.0,2.0,0.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,200.0,57.0,81.0,37.0,81.0,1.0,0,SungjoonPark/KoreanWordVectors,2018-05-03 05:34:18,1402,0.0007132667617689016,0.0,0.0014265335235378032,0.006419400855920114,0.0,0.007845934379457917,200.0
kaelzhang/penteract-ocr,1,1,0,1,1,1,1,0,0,94,94,12,180,kaelzhang/penteract-ocr,1.0,0.0,2.0,0.0,34.0,10.0,1.0,11.0,0.0,0.0,0.0,0.0,18.0,198.0,55.0,80.0,37.0,80.0,1.0,0,kaelzhang/penteract-ocr,2017-08-23 02:28:02,1655,0.0006042296072507553,0.0,0.0012084592145015106,0.02054380664652568,0.0,0.021752265861027194,198.0
ThibaultReuille/graphiti,0,1,0,0,0,0,0,0,0,93,93,22,179,ThibaultReuille/graphiti,7.0,0.0,2.0,0.0,167.0,6.0,9.0,15.0,1.0,5.0,6.0,0.0,8.0,280.0,78.0,79.0,60.0,79.0,62.0,0,ThibaultReuille/graphiti,2014-06-20 00:53:07,2815,0.002486678507992895,0.0,0.0007104795737122557,0.059325044404973354,0.0,0.06003552397868561,280.0
uaf/uaf,1,1,0,1,0,1,1,0,0,92,92,41,178,uaf/uaf,9.0,0.0,2.0,0.0,800.0,20.0,67.0,87.0,1.0,62.0,63.0,0.0,25.0,327.0,85.0,78.0,77.0,78.0,94.0,0,uaf/uaf,2013-05-14 12:56:20,3217,0.0027976375505129004,0.0,0.0006216972334473111,0.24867889337892446,0.0,0.24930059061237178,327.0
SunResearchInstitute/sys-clk-Editor,0,1,0,0,0,1,0,0,0,91,91,7,177,SunResearchInstitute/sys-clk-Editor,8.0,7758.0,13.0,16.0,85.0,1.0,12.0,13.0,0.0,14.0,14.0,0.0,7.0,252.0,69.0,77.0,21.0,77.0,77.0,0,SunResearchInstitute/sys-clk-Editor,2019-07-25 01:58:37,954,0.008385744234800839,0.016771488469601678,0.013626834381551363,0.08909853249475891,1.2307692307692308,1.333494597645541,252.0
BEETL/BEETL,0,0,0,0,1,1,0,0,0,89,89,23,175,BEETL/BEETL,11.0,0.0,2.0,0.0,113.0,2.0,12.0,14.0,0.0,2.0,2.0,0.0,17.0,262.0,73.0,76.0,62.0,76.0,48.0,0,BEETL/BEETL,2012-03-08 10:33:08,3649,0.0030145245272677444,0.0,0.0005480953685941354,0.03096738832556865,0.0,0.03151548369416279,262.0
devkitPro/nds-hb-menu,0,1,0,1,0,1,0,0,0,88,88,17,174,devkitPro/nds-hb-menu,8.0,132651.0,5.0,5.0,167.0,5.0,3.0,8.0,0.0,4.0,4.0,0.0,3.0,262.0,73.0,75.0,54.0,75.0,58.0,0,devkitPro/nds-hb-menu,2014-12-21 17:58:30,2631,0.003040668947168377,0.0019004180919802356,0.0019004180919802356,0.06347396427213987,1.0,1.0653743823641202,262.0
jethrogb/ssltrace,0,0,0,1,0,0,0,0,0,87,87,16,173,jethrogb/ssltrace,3.0,0.0,2.0,0.0,21.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,235.0,68.0,74.0,51.0,74.0,36.0,0,jethrogb/ssltrace,2013-09-08 20:56:30,3100,0.000967741935483871,0.0,0.0006451612903225806,0.0067741935483870966,0.0,0.007419354838709678,235.0
plstcharles/litiv,0,1,0,1,0,0,1,1,0,86,86,27,172,plstcharles/litiv,9.0,0.0,2.0,0.0,1681.0,4.0,10.0,14.0,1.0,6.0,7.0,0.0,22.0,282.0,79.0,73.0,70.0,73.0,66.0,0,plstcharles/litiv,2015-09-13 01:30:11,2365,0.0038054968287526427,0.0,0.0008456659619450317,0.7107822410147991,0.0,0.7116279069767442,282.0
keegnotrub/coda-sass-plugin,1,1,0,1,1,1,0,0,0,85,85,10,171,keegnotrub/coda-sass-plugin,3.0,8858.0,13.0,13.0,25.0,11.0,23.0,34.0,0.0,1.0,1.0,0.0,6.0,211.0,61.0,72.0,31.0,72.0,36.0,0,keegnotrub/coda-sass-plugin,2014-01-26 14:19:32,2960,0.0010135135135135136,0.004391891891891892,0.004391891891891892,0.008445945945945946,1.0,1.0128378378378378,211.0
kei500/liblinear-ruby,0,0,0,1,0,1,1,0,0,84,84,8,170,kei500/liblinear-ruby,5.0,0.0,2.0,0.0,98.0,3.0,2.0,5.0,0.0,6.0,6.0,0.0,11.0,228.0,66.0,71.0,24.0,71.0,62.0,0,kei500/liblinear-ruby,2013-11-19 06:16:21,3028,0.0016512549537648614,0.0,0.0006605019815059445,0.03236459709379128,0.0,0.03302509907529723,228.0
lemire/dictionary,0,1,0,1,0,0,1,0,0,83,83,9,169,lemire/dictionary,2.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,205.0,60.0,70.0,29.0,70.0,36.0,0,lemire/dictionary,2016-08-11 20:20:58,2032,0.000984251968503937,0.0,0.000984251968503937,0.012303149606299213,0.0,0.01328740157480315,205.0
ropensci/rzmq,1,1,0,1,0,0,1,0,0,82,82,30,168,ropensci/rzmq,8.0,0.0,2.0,0.0,174.0,6.0,21.0,27.0,4.0,27.0,31.0,0.0,10.0,297.0,82.0,69.0,73.0,69.0,86.0,0,ropensci/rzmq,2011-09-28 02:11:59,3811,0.0020991865652059826,0.0,0.0005247966413014956,0.04565730779323012,0.0,0.04618210443453162,297.0
plausiblelabs/plpatchmaster,0,1,0,1,0,0,0,0,0,81,81,12,167,plausiblelabs/plpatchmaster,1.0,0.0,2.0,0.0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,174.0,45.0,68.0,37.0,68.0,1.0,0,plausiblelabs/plpatchmaster,2014-02-17 22:38:36,2938,0.0003403675970047651,0.0,0.0006807351940095302,0.016678012253233492,0.0,0.01735874744724302,174.0
named-data-ndnSIM/ndnSIM,0,1,0,0,1,0,1,0,0,80,80,149,166,named-data-ndnSIM/ndnSIM,46.0,0.0,2.0,0.0,1396.0,42.0,50.0,92.0,6.0,13.0,19.0,0.0,10.0,301.0,83.0,67.0,85.0,67.0,82.0,0,named-data-ndnSIM/ndnSIM,2012-06-01 18:24:44,3564,0.012906846240179574,0.0,0.0005611672278338945,0.39169472502805835,0.0,0.39225589225589225,301.0
giddie/qt-cmake-template,1,1,0,1,0,0,1,0,0,79,79,17,165,giddie/qt-cmake-template,2.0,0.0,2.0,0.0,28.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,222.0,63.0,66.0,54.0,66.0,36.0,0,giddie/qt-cmake-template,2012-07-25 15:30:26,3510,0.0005698005698005698,0.0,0.0005698005698005698,0.007977207977207978,0.0,0.008547008547008548,222.0
RobertKrajewski/Sync-my-L2P,1,0,0,1,1,1,1,0,0,78,78,26,164,RobertKrajewski/Sync-my-L2P,11.0,5984.0,8.0,84.0,320.0,26.0,98.0,124.0,0.0,46.0,46.0,0.0,11.0,290.0,81.0,65.0,68.0,65.0,92.0,0,RobertKrajewski/Sync-my-L2P,2011-11-25 23:03:03,3753,0.002930988542499334,0.02238209432454037,0.0021316280309086064,0.08526512123634426,10.5,10.587396749267253,290.0
